id,texto,URL,Author,datePublished,title,rotulo,short url,url,imagem
1013,Trump avisa: posso intervir militarmente no Brasil para acabar com a corrupção,https://piaui.folha.uol.com.br/lupa/2018/07/02/verificamos-trump-intervencao/,https:piaui.folha.uol.com.brlupa,02/07/2018 15:41,#Verificamos: Trump não vai intervir militarmente no Brasil para acabar com a corrupção,FALSO,https://t.co/KHBm3JHdN0,https://twitter.com/i/web/status/1006921704864612352,1
310,Cai a hipócrita: Odebrecht delata Marina Silva: mais de R$ 1 milhão,https://aosfatos.org/noticias/site-distorce-fatos-sobre-doacoes-eleitorais-da-odebrecht-a-marina-silva/,https:www.aosfatos.org,10/07/2018,Site distorce fatos sobre doações eleitorais da Odebrecht a Marina Silva | Aos Fatos,FALSO,https://t.co/4lK99SDKtY,http://fb.me/8uRolNOA3,1
1046,Primeiras fotos da Terra enviadas pela missão espacial Chadrayan2 da India,https://checamos.afp.com/estas-supostas-fotos-da-terra-nao-tem-conexao-alguma-com-missao-lunar-chandrayaan-2,https:checamos.afp.com,17/02/2020 19:50,Estas supostas fotos da Terra não têm conexão alguma com a missão lunar Chandrayaan-2 | Checamos,FALSO,https://t.co/t8zdHbpIry,https://twitter.com/i/web/status/1164135956649259008,1
722,"O Exército Brasileiro conseguiu, ontem, encontrar água ao perfurar um poço em Caicó, no Nordeste",https://piaui.folha.uol.com.br/lupa/2019/03/25/verificamos-poco-artesiano-exercito-nordeste/,https:piaui.folha.uol.com.brlupa,25/03/2019 14:32,#Verificamos:  antiga foto de poço perfurado pelo Exército no Nordeste,FALSO,https://t.co/YAkooKCC0E,http://fb.me/2tGaJlGmH,1
106,"O Exército Brasileiro conseguiu, ontem, encontrar água ao perfurar um poço em Caicó, no nordeste. A água jorrou com força e foi encontrada em um terreno onde atualmente funciona um complexo de creches cujo abastecimento hídrico é feito por caminhão pipa.",https://aosfatos.org/noticias/obras-do-exercito-em-pocos-artesianos-no-nordeste-nao-sao-do-governo-bolsonaro/,https:www.aosfatos.org,26/03/2019,Obras do Exército em poços artesianos no Nordeste não são do governo Bolsonaro | Aos Fatos,FALSO,https://t.co/YAkooKCC0E,http://fb.me/2tGaJlGmH,1
556,Reforma: Homem - 65 [anos de idade mínima para se aposentar]. Mulheres - 62. Parlamentar - 8 [anos de contribuição para se aposentar],https://piaui.folha.uol.com.br/lupa/2019/07/12/verificamos-reforma-congressista/,https:piaui.folha.uol.com.brlupa,12/07/2019 18:38,#Verificamos:  falso que reforma da previdência permite que congressista se aposente com oito anos de contribuição,FALSO,https://t.co/qzuKWurBLQ,https://www.ramyriasantiago.com.br/2019/02/bolsonaro-define-idade-minima-de-62-anos-para-mulher-e-65-para-homem-na-reforma-da-previdencia/,1
974,Por coincidência [Guiné Equatorial] é o país que o Lula perdoou uma dívida bilionária e teve várias obras bilionárias feitas com dinheiro do BNDES,https://piaui.folha.uol.com.br/lupa/2018/09/18/verificamos-guine-equatorial/,https:piaui.folha.uol.com.brlupa,18/09/2018 19:22,"#Verificamos: Guiné Equatorial não teve várias obras bilionárias feitas com dinheiro do BNDES, e Lula não perdoou dívida",FALSO,https://t.co/yZ2VevZoDa,https://twitter.com/i/web/status/1041359807956049921,1
74,"Aos mal informados, isto é uma mostra de uma pequena quantidade de pinos de crack e cocaína recolhidos na área da Universidade Federal do Espírito Santo. Será que alguém ainda acha que as atitudes do governo são um &#39;equívoco&#39;",https://aosfatos.org/noticias/foto-de-muher-segurando-pilha-de-pinos-de-cocaina-nao-foi-tirada-na-ufes/,https:www.aosfatos.org,13/05/2019,Foto de mulher segurando pilha de pinos de cocaína não foi tirada na Ufes | Aos Fatos,FALSO,https://t.co/fyflsoRUDp,https://twitter.com/i/web/status/1128044981921488897,1
157,"Não serão punidos, infelizmente, graças ao decreto assinado em 2015 por Dilma Rousseff que considera rompimento de barragens, desastres NATURAIS.",https://aosfatos.org/noticias/decreto-de-dilma-nao-impediu-punicao-de-empresas-por-desastres-em-barragens/,https:www.aosfatos.org,28/01/2019,Decreto de Dilma não impediu punição de empresas por desastres em barragens | Aos Fatos,FALSO,https://t.co/fis44IjNfq,https://twitter.com/i/web/status/1089201890569654274,1
301,"PT defende estatização da Canção Nova, TV Aparecida e outras emissoras religiosas",https://aosfatos.org/noticias/pt-nao-defende-estatizar-radios-e-emissoras-de-tv-religiosas/,https:www.aosfatos.org,29/08/2018,PT não defende estatizar rádios e emissoras de TV religiosas | Aos Fatos,FALSO,https://t.co/1LrQCY8UeW,https://twitter.com/i/web/status/1034070913564782594,1
570,O cara que chamou Moro de ladrão [Glauber Braga] sem provas [no vídeo abaixo],https://piaui.folha.uol.com.br/lupa/2019/07/04/verificamos-glauber-braga-propina/,https:piaui.folha.uol.com.brlupa,04/07/2019 20:00,#Verificamos: Glauber Braga não aparece recebendo dinheiro em vídeo publicado no Facebook,FALSO,https://t.co/BKJx5mt2sv,https://twitter.com/i/web/status/1146418610665140224,1
63,Charge publicada na revista americana Time. E de longe a melhor expressão que já vi sobre a nossa situação atual. Parabéns ao criador.,https://aosfatos.org/noticias/nao-e-verdade-que-time-publicou-charge-em-que-bolsonaro-defende-brasil-do-socialismo/,https:www.aosfatos.org,20/05/2019,Não é verdade que 'Time' publicou charge em que Bolsonaro defende Brasil do socialismo | Aos Fatos,FALSO,https://t.co/y6uJgAsOZO,https://twitter.com/i/web/status/1058747493066903552,1
1679,Nelson Teich está auditando todos os números divulgados pelos Estados sobre o Covid-19,https://piaui.folha.uol.com.br/lupa/2020/04/24/verificamos-nelson-teich-auditando-covid/,https:piaui.folha.uol.com.brlupa,2020-04-24 12:47:35,#Verificamos:  falso que Nelson Teich está auditando números da Covid-19 | Agência Lupa,FALSO,https://t.co/eFfocjJkxf,https://twitter.com/i/web/status/1252744979543470084,1
634,Bolsonaro assina decreto que proíbe o consumo de drogas em universidades e choca alunos,https://piaui.folha.uol.com.br/lupa/2019/05/17/verificamos-decreto-drogas-universidades/,https:piaui.folha.uol.com.brlupa,17/05/2019 18:25,#Verificamos:  falso que Bolsonaro tenha publicado decreto proibindo consumo de drogas em universidades,FALSO,https://t.co/1nXU6Q995l,https://otarionista.com.br/bolsonaro-assina-decreto-que-proibe-o-consumo-de-drogas-em-universidades-e-choca-alunos/?fbclid=IwAR2Qk4N5K64j-XwhHpwb_Jd7r2b_VHs65AkgIEo7yhqpgpQKyvzm89nksjc,1
609,Transparência mostra que Bolsonaro é responsável pelo maior orçamento da Educação na história,https://piaui.folha.uol.com.br/lupa/2019/06/11/verificamos-orcamento-educacao/,https:piaui.folha.uol.com.brlupa,11/06/2019 07:01,#Verificamos:  falso que orçamento da educação para 2019 é o 'maior na história',FALSO,https://t.co/tS8J2sjM7K,https://republicadecuritiba.net/2019/06/03/transparencia-mostra-que-bolsonaro-e-responsavel-pelo-maior-orcamento-da-educacao-na-historia/,1
80,"Na Alemanha o governo subiu preço de combustível. Em apenas uma hora de tempo as pessoas abandonaram seus carros nas ruas e avenidas e foram a pé para casa. Mais de um milhão de carros abandonados. Tiveram que baixar o preço. Quando o povo é inteligente, ",https://aosfatos.org/noticias/foto-de-engarrafamento-na-china-viraliza-como-se-fosse-protesto-na-alemanha/,https:www.aosfatos.org,02/05/2019,Foto de engarrafamento na China viraliza como se fosse protesto na Alemanha | Aos Fatos,FALSO,https://t.co/7oayOOzCmW,https://twitter.com/i/web/status/931322171519000576,1
94,Idade mínima para aposentadoria no Brasil. Homens: 65 anos. Mulheres: 62 anos. Políticos: 8 anos.,https://aosfatos.org/noticias/e-falso-que-politicos-podem-se-aposentar-apos-oito-anos-de-contribuicao/,https:www.aosfatos.org,11/04/2019,É falso que políticos podem se aposentar após oito anos de contribuição | Aos Fatos,FALSO,https://t.co/miHocSsHhL,https://twitter.com/i/web/status/1236643277966843904,1
875,"Segundo o embaixador da China no Brasil, Li Jinzhang, quem invadiu área de pesca Chinesa foi o barco brasileiro Oceano Pesca I",https://piaui.folha.uol.com.br/lupa/2018/11/27/verificamos-china-pesca/,https:piaui.folha.uol.com.brlupa,27/11/2018 20:05,#Verificamos: Brasil não cedeu área costeira à China durante o governo Dilma Rousseff,FALSO,https://t.co/5uODRNDESq,https://twitter.com/i/web/status/1067812908845944832,1
993,"PF conclui inquérito sobre triplex de Guarujá, inocenta Lula e indicia a dona",https://piaui.folha.uol.com.br/lupa/2018/08/22/verificamos-triplex-dona/,https:piaui.folha.uol.com.brlupa,22/08/2018 17:26,"#Verificamos:  falso que PF conclui inquérito sobre triplex, inocenta Lula e indicia dona",FALSO,https://t.co/2GM5VjRLrO,http://www.fatoafato.com.br/2018/08/pf-conclui-inquerito-sobre-triplex-de.html?m=1,1
103,"Engraçado, depois que foi descoberto que o assassino de Marielle era do PT, finalmente ela morreu Ninguém fala mais nada",https://aosfatos.org/noticias/acusados-de-matar-marielle-nao-sao-filiados-ao-pt/,https:www.aosfatos.org,28/03/2019,Acusados de matar Marielle não são filiados ao PT | Aos Fatos,FALSO,https://t.co/6rX0mwZqhT,https://twitter.com/i/web/status/1111583875115839489,AGUARDANDO
83,Papa Francisco cancela a Bíblia e propõe criar um novo livro.,https://aosfatos.org/noticias/papa-francisco-nao-cancelou-biblia-e-propos-novo-livro/,https:www.aosfatos.org,25/04/2019,Papa Francisco não cancelou Bíblia e propôs novo livro | Aos Fatos,FALSO,https://t.co/ouq05GZEsS,https://twitter.com/i/web/status/985557447375900672,1
1104,"Não caiam na nova jogada suja da esquerda. Pegaram um vídeo antigo no YouTube do então Deputado federal BOLSONARO, onde ele pede para que a população compareça às manifestações do dia 15 de março. Só que essas manifestações eram sobre o impeachment da Dil",https://aosfatos.org/noticias/reportagem-sobre-apoio-de-bolsonaro-protestos-nao-usou-video-2015/,https:www.aosfatos.org,28/02/2020,Reportagem sobre apoio de Bolsonaro a protestos não usou vídeo de 2015 | Aos Fatos,FALSO,https://t.co/HEJF7DV8Fc,https://twitter.com/i/web/status/1233448744076693506,1
2072,Bolsonaro teve 57 milhões de votos. Para receber os 600 reais [do auxílio emergencial] teve 170 milhões inscritos. Não é fofa a resistência,https://piaui.folha.uol.com.br/lupa/2020/05/06/verificamos-auxilio-emergencial-170-milhoes/,https:piaui.folha.uol.com.brlupa,2020-05-06 14:13:05,#Verificamos:  falso que 170 milhões estão recebendo auxílio emergencial por coronavírus no Brasil | Agência Lupa,FALSO,https://t.co/UVPq106lUi,https://twitter.com/i/web/status/1257743945569841153,1
1210,[A Holanda] já passou do pico da epidemia e está indo para o fim da epidemia,https://piaui.folha.uol.com.br/lupa/2020/04/01/osmar-terra-coronavirus-holanda/,https:piaui.folha.uol.com.brlupa,2020-04-01 13:33:11,"No Twitter, Osmar Terra publica informações falsas sobre Covid-19 nos Países Baixos | Agência Lupa",FALSO,https://t.co/nXLmJo4VmW,https://twitter.com/i/web/status/1245205875008196609,1
583,Adivinha quem estava com o presidente miliciano na fatídica Marcha para Jesus Ele mesmo! Sargento traficante miliciano do PSL! Veja a foto.,https://piaui.folha.uol.com.br/lupa/2019/06/28/verificamos-sargento-preso-39-kg-cocaina-bolsonaro-marcha-para-jesus/,https:piaui.folha.uol.com.brlupa,28/06/2019 12:26,#Verificamos:  falso que sargento preso com 39 kg de cocaína tirou foto com Bolsonaro na Marcha para Jesus,FALSO,https://t.co/T8Ne0WMLAw,https://twitter.com/i/web/status/1144414868478386177,1
49,"Resumo das manifestações de hoje: 1% educação, 4% maconha, 5% Não sabem porque estão ali, 90% Lula livre.",https://aosfatos.org/noticias/foto-de-marcha-lula-livre-de-2018-e-compartilhada-como-se-fosse-de-manifestacao-pela-educacao/,https:www.aosfatos.org,31/05/2019,Foto de marcha Lula Livre é compartilhada como se fosse de ato pela educação | Aos Fatos,FALSO,https://t.co/btjLBTFxmP,https://twitter.com/i/web/status/1134232539638329345,1
1180,A Rússia soltou mais de 500 leões nas ruas para garantir que as pessoas fiquem em ambientes fechados durante este surto de pandemia,https://checamos.afp.com/esta-foto-de-um-leao-na-rua-foi-tirada-na-africa-do-sul-em-2016-e-nao-tem-relacao-com-pandemia-do,https:checamos.afp.com,2020-03-26 18:47,Esta foto de um leão na rua foi tirada na frica do Sul em 2016 e não tem relação com a pandemia do novo coronavírus | Checamos,FALSO,https://t.co/MldB8NvjjR,https://twitter.com/i/web/status/1242334362974240768,1
131,"Adivinha quem é a mãe dessa pobre moça drogada e perdida Pasmem, mas essa moça é filha da deputada Maria do Rosário, a defensora de bandidos que, segundo ela, são pobres vítimas da sociedade. Pois foram essas pobres vítimas da sociedade que transformaram ",https://aosfatos.org/noticias/mulher-que-defende-traficantes-em-video-nao-e-filha-de-maria-do-rosario/,https:www.aosfatos.org,25/02/2019,Mulher que defende traficantes em vídeo não é filha de Maria do Rosário | Aos Fatos,FALSO,https://t.co/fkJuAqAeV3,https://twitter.com/i/web/status/1082381695792369669,1
952,Basta colocar o número 1 na urna e ela escolhe o candidato pra você vídeo,https://piaui.folha.uol.com.br/lupa/2018/10/07/verificamos-video-urna-autocompleta/,https:piaui.folha.uol.com.brlupa,07/10/2018 14:55,"#Verificamos: Vídeo de urna que se autocompleta é montagem, diz Justiça Eleitoral",FALSO,https://t.co/Dpfj04Rkcj,https://twitter.com/i/web/status/1048975036747530241,1
588,"Por acaso você elegeu Rodrigo Maia para ser Presidente, 1 Ministro, ou Rei do Brasil Não podemos aceitar o governo paralelo que esse Maia, a esquerda e o centrão estão querendo implantar no País! Nós elegemos Bolsonaro para ser Presidente!",https://piaui.folha.uol.com.br/lupa/2019/06/25/verificamos-tuite-paulo-falso/,https:piaui.folha.uol.com.brlupa,25/06/2019 18:48,#Verificamos: Tuíte com crítica a Maia não foi feito pelo ministro Paulo Guedes,FALSO,https://t.co/nEMQvmkpax,https://twitter.com/i/web/status/1141246065108299777,1
44,Ele [Glenn Greenwald] e seu par sexual David Miranda - PSOL são acusados de atentar contra a segurança pública do Reino Unido.,https://aosfatos.org/noticias/glenn-greenwald-e-david-miranda-nao-foram-acusados-de-atentar-contra-seguranca-do-reino-unido/,https:www.aosfatos.org,10/06/2019,Glenn Greenwald e David Miranda não foram acusados de atentar contra segurança do Reino Unido | Aos Fatos,FALSO,https://t.co/uCfsqHsR2p,https://twitter.com/i/web/status/1140032387809607680,1
1187,"Fátima Bezerra PT governadora do Rio Grande do Norte, participando de ritual Voodoo com o boneco do presidente Bolsonaro.",https://aosfatos.org/noticias/foto-de-fatima-bezerra-com-boneco-de-vodu-de-bolsonaro-e-montagem/,https:www.aosfatos.org,2020-03-31,Foto de Fátima Bezerra em 'ritual vodu' contra Bolsonaro é montagem | Aos Fatos,FALSO,https://t.co/Gg5W18qxJV,https://twitter.com/i/web/status/1244987139525402624,1
1110,"Se você está com Dengue preste atenção: de acordo com um estudo realizado pela UFMG, o suco feito de inhame carazinho corta os efeitos da Dengue em apenas 4 horas",https://checamos.afp.com/ufmg-nao-tem-estudos-que-relacionem-o-suco-de-inhame-cru-com-cura-dos-sintomas-da-dengue,https:checamos.afp.com,02/03/2020 18:35,A UFMG não tem estudos que relacionem o suco de inhame cru com a cura dos sintomas da dengue | Checamos,FALSO,https://t.co/OOKSuMPCFR,http://fb.me/26qk6LEhs,1
1230,"Sabem aquelas fotos dos caixões enfileirados como sendo de mortos pelo covid na Itália Pois é amigos, peço que vão até o Google e digitem no campo de pesquisa: Naufrágio de Lampedusa... Vejam por vcs mesmos! E vc sendo enganado mais uma vez pela globo lix",https://aosfatos.org/noticias/globo-nao-veiculou-foto-de-mortos-de-naufragio-como-se-fosse-de-vitimas-de-covid-19/,https:www.aosfatos.org,2020-04-03,Globo não veiculou foto de mortos de naufrágio como se fosse de vítimas de Covid-19 | Aos Fatos,FALSO,https://t.co/fYZdm3Th5B,https://twitter.com/i/web/status/1246124953755361280,1
758,"Ministra Damares cancela pagamento de 2.000 anistiados, entre eles FHC, Lula, Chico Buarque, Gilberto Gil. A farra acabou! Tchau, queridos!",https://piaui.folha.uol.com.br/lupa/2019/02/26/verificamos-damares-anistiados/,https:piaui.folha.uol.com.brlupa,26/02/2019 18:37,falso que Damares cancelou pagamento de 2 mil anistiados,FALSO,https://t.co/GvPMcxLpXQ,https://twitter.com/i/web/status/1151251321795883012,1
849,"O príncipe saudí Kahtani, 51 anos, com sua esposa Nawaf de 6 anos de idade. Arábia preside comissão de direitos humanos da ONU!",https://piaui.folha.uol.com.br/lupa/2018/12/17/verificamos-principe-kahtani-menina/,https:piaui.folha.uol.com.brlupa,17/12/2018 16:06,#Verificamos: Não existe um príncipe saudita chamado Kahtani e casado com uma menina de 6 anos,FALSO,https://t.co/t3btDsa578,https://twitter.com/i/web/status/1074776062649880576,1
2149,O Washington Post confirma a origem do paciente zero do coronavírus: ele era funcionário do famoso laboratório de virologia da cidade chinesa de Wuhan,https://piaui.folha.uol.com.br/lupa/2020/05/11/verificamos-washington-post-covid-19/,https:piaui.folha.uol.com.brlupa,2020-05-11 16:36:17,#Verificamos:  falso que Washington Post informou que paciente zero da Covid-19 era funcionário de laboratório em Wuhan | Agência Lupa,FALSO,https://t.co/qkuOS4PIF8,https://twitter.com/i/web/status/1252936839155126272,1
1234,"Insisto que a quarentena aumenta os casos do coronavírus. A curva da epidemia nos países que a adotaram mostra isso veja a curva do contágio na Itália,a linha verde marca início de quarentena radical. Isso pq  o contágio se transfere da rua para dentro de",https://piaui.folha.uol.com.br/lupa/2020/04/04/osmar-terra-quarentena-italia-coronavirus/,https:piaui.folha.uol.com.brlupa,2020-04-04 18:00:27,Análise de Osmar Terra sobre efeitos da quarentena na Itália não tem respaldo científico | Agência Lupa,FALSO,https://t.co/lalcAm1ZLg,https://twitter.com/i/web/status/1246590548200349697,1
86,"Deu no Charlie Hebdo: Um mar de corrupção! Não adianta mais processar ninguém, o fuxico já se espalhou pelo mundo! A não ser que o STF queira bloquear o mundo inteiro!",https://aosfatos.org/noticias/e-montagem-capa-da-revista-charlie-hebdo-sobre-censura-do-STF-a-crusoe/,https:www.aosfatos.org,22/04/2019,É montagem capa da revista Charlie Hebdo sobre censura do STF à Crusoé | Aos Fatos,FALSO,https://t.co/u4mLZr178w,https://twitter.com/i/web/status/1119725700460752896,1
158,"Pedi com os olhos cheios de lágrimas para o Ministro da Agricultura o envio de veterinários para cuidar dos animais que estavam sendo esquecidos, ele disponibilizou cerca de 100 médicos veterinários que já estão em Brumadinho dando auxílio ...",https://aosfatos.org/noticias/e-falso-que-primeira-dama-pediu-ao-governo-envio-de-veterinarios-para-resgatar-animais-em-brumadinho/,https:www.aosfatos.org,28/01/2019,É falso que primeira-dama pediu ao governo envio de veterinários para resgatar animais em Brumadinho | Aos Fatos,FALSO,https://t.co/RerCWRg0DG,https://twitter.com/i/web/status/1089488480642785280,1
708,"Assassino foi descoberto! Não é PM, não é branco.  ligado ao TRFICO. A Mídia não fala mais de Marielle. Por que Marielle foi morta por Thiago Macaco, negro, de origem pobre e bandido. Onde está o branco racista, policial e homofóbico que a esquerda e a Gl",https://piaui.folha.uol.com.br/lupa/2019/04/01/verificamos-marielle-preso-thiago/,https:piaui.folha.uol.com.brlupa,01/04/2019 17:31,#Verificamos:  falso que Thiago Macaco foi identificado como assassino de Marielle,FALSO,https://t.co/wOM2Kz1TMZ,https://twitter.com/sbtjornalismo/status/1004037636531646464,1
162,Existem rumores de que a renúncia ao mandato do deputado federal Jean wyllys nada tem a ver com as falsas ameaças de morte que o deputado anunciou em entrevista. A verdade é que: as investigações da PF encontraram provas robustas de desvios que ultrapassa,https://aosfatos.org/noticias/e-falso-que-jean-wyllys-desistiu-de-mandato-por-conta-de-investigacao-sobre-desvio-de-verbas/,https:www.aosfatos.org,25/01/2019,É falso que Jean Wyllys desistiu de mandato por conta de investigação sobre desvio de verbas | Aos Fatos,FALSO,https://t.co/jxlcF2sFtf,https://twitter.com/i/web/status/1088624402252607494,1
1667,"Chá de limão com alho e jambu está matando os sintomas do coronavírus. Muitas pessoas ficaram boas sem precisar ir para o hospital, porque lá é pior. Deus está curando muita gente através desse chá. Quem não quiser morrer e só fazer esse chá, e tomar morn",https://piaui.folha.uol.com.br/lupa/2020/04/23/verificamos-alho-jambu-coronavirus/,https:piaui.folha.uol.com.brlupa,2020-04-23 17:45:08,"#Verificamos:  falso que chá de limão, alho e jambu cura a Covid-19 | Agência Lupa",FALSO,https://t.co/IyeuJYpVVc,https://twitter.com/i/web/status/1252777638600589312,1
181,A esposa do Mourão foi muito criticada pelo vestido dela! Segue o currículo dela!,https://aosfatos.org/noticias/curriculo-de-professora-universitaria-do-amazonas-e-atribuido-a-mulher-do-vice-presidente-mourao/,https:www.aosfatos.org,04/01/2019,Currículo de professora universitária do Amazonas é atribuído à mulher do vice-presidente Mourão | Aos Fatos,FALSO,https://t.co/TapANLG6G3,https://www.facebook.com/marylatifa/posts/2159890824068803,1
185,"Numa rara fotografia, a imagem do herói de guerra cubano Che Guevara em batalha, lutando ferozmente contra um inimnigo muito superior e armado até os dentes. Ele saiu vitorioso. Só para lembrar que foi na revolução comunista que implantou a democracia em ",https://aosfatos.org/noticias/foto-de-che-guevara-executando-mulheres-e-na-verdade-de-peca-teatral-nos-eua/,https:www.aosfatos.org,28/12/2018,"Foto de Che Guevara executando mulheres é, na verdade, de peça teatral nos EUA | Aos Fatos",FALSO,https://t.co/0R0hyEO94D,https://twitter.com/i/web/status/936140470316658688,1
194,Príncipe Harry fez questão de conhecer Fernando Haddad e enviou uma carta ao presidente Lula,https://aosfatos.org/noticias/e-falso-que-principe-harry-encontrou-haddad-e-mandou-carta-para-lula/,https:www.aosfatos.org,11/12/2018,É falso que príncipe Harry encontrou Haddad e mandou carta para Lula | Aos Fatos,FALSO,https://t.co/X9ZoMLMqyN,https://twitter.com/i/web/status/1072203763660791808,1
198,"Você sabia que 2% de toda arrecadação do veículo do Mercosul será destinado para a Entidade Internacional do Mercosul a RENAC, você sabe o que é a RENAC   RENAC é Reconstrucción Nacional de Cuba.",https://aosfatos.org/noticias/cuba-nao-recebe-parte-da-arrecadacao-com-placas-do-mercosul-no-brasil/,https:www.aosfatos.org,29/11/2018,Cuba não recebe parte da arrecadação com placas do Mercosul no Brasil | Aos Fatos,FALSO,https://t.co/SLYJEiK3gw,https://twitter.com/i/web/status/1067736501943971840,1
1921,OLHA ESSA IMAGEM QUE ABSURDO TIRADA ONTEM NO GINASIO DO IBIRAPUERA COMPLEXO PARA INFECTADOS POR COVID19 OLHA COMO ESTA LOTADO QUE OS MDICOS E ENFERMEIROS NEM SABEM O QUE FAZER,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-hospital-ibirapuera/,https:piaui.folha.uol.com.brlupa,2020-04-30 16:54:11,"#Verificamos: Foto de leitos desocupados não foi tirada em hospital de campanha do Ibirapuera, em SP | Agência Lupa",FALSO,https://t.co/m32EhEMPkM,https://twitter.com/i/web/status/1251640245080272897,1
