id,rotulo,MAIUSCULAS,EXCLAMA,ASPAS,POL,POL_ABSOLUTO,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,interrog,affect,posemo,negemo,anx,anger,sad
201,VERDADE,0.36800000000000005,0.0,0.0,0,0.8684210526315791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000001,0.0,0.06133333333333333,0.0,0.0,0.0,0.04181818181818182,0.18666666666666668,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3603,VERDADE,0.0,0.0,0.0,0,0.7631578947368423,0.032670454545454544,0.040209790209790215,0.0,0.0,0.0,0.0,0.19090909090909092,0.0,0.3,0.6363636363636364,0.06969696969696969,0.25974025974025977,0.2,0.0,0.19008264462809918,0.10606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2617,VERDADE,0.0,0.0,0.0,0,0.6315789473684211,0.16335227272727273,0.16083916083916086,0.0,0.0,0.0,0.18181818181818182,0.5727272727272728,0.10606060606060606,0.5,0.3181818181818182,0.20909090909090905,0.12987012987012989,0.4,0.0,0.38016528925619836,0.5303030303030303,0.19090909090909092,1.0,1.0,1.0,0.0,1.0,0.0
1535,VERDADE,0.0,0.0,0.0,0,0.8684210526315791,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.2028985507246377,0.3826086956521739,0.5478260869565217,0.13333333333333333,0.12422360248447205,0.19130434782608696,0.0,0.1818181818181818,0.10144927536231885,0.0,1.0,1.0,1.0,1.0,1.0,0.0
541,FALSO,0.0,0.0,0.0,0,0.8421052631578949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41904761904761906,0.4666666666666666,0.073015873015873,0.0,0.10476190476190476,0.0,0.09956709956709955,0.11111111111111112,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2661,FALSO,0.0,0.0,0.0,0,0.6052631578947368,0.16335227272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.5303030303030303,1.0,0.3181818181818182,0.13939393939393938,0.0,0.2,0.1590909090909091,0.33264462809917356,0.42424242424242425,0.38181818181818183,1.0,1.0,1.0,0.0,1.0,0.0
3182,VERDADE,0.0,0.0,0.0,0,0.6578947368421053,0.03422619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111112,0.6285714285714286,0.5333333333333332,0.073015873015873,0.0,0.20952380952380953,0.0,0.09956709956709955,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,VERDADE,0.0,0.0,0.0,0,0.8421052631578949,0.06534090909090909,0.040209790209790215,0.0,0.0,0.0,0.0,0.19090909090909092,0.10606060606060606,0.3,0.3181818181818182,0.06969696969696969,0.12987012987012989,0.1,0.0,0.09504132231404959,0.3181818181818182,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1799,VERDADE,0.0,0.0,0.0,0,0.8157894736842106,0.06845238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.6285714285714286,0.39999999999999997,0.073015873015873,0.13605442176870747,0.20952380952380953,0.0,0.14935064935064934,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0
1089,VERDADE,0.0,0.0,0.0,0,0.7368421052631579,0.032670454545454544,0.040209790209790215,0.0,0.0,0.0,0.0,0.19090909090909092,0.0,0.4,0.5727272727272728,0.06969696969696969,0.0,0.1,0.0,0.14256198347107438,0.21212121212121213,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2832,VERDADE,0.0,0.0,0.0,0,0.6315789473684211,0.1875,0.07692307692307693,0.0,0.21739130434782608,0.0,0.0,0.1826086956521739,0.4057971014492754,0.19130434782608696,0.3043478260869565,0.26666666666666666,0.2484472049689441,0.3826086956521739,0.0,0.3636363636363636,0.30434782608695654,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2936,VERDADE,0.0,0.0,0.0,0,0.8421052631578949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333335,0.2916666666666667,0.12777777777777777,0.35714285714285715,0.55,0.0,0.17424242424242423,0.5833333333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1294,VERDADE,0.0,0.0,0.0,0,0.6052631578947368,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.10144927536231885,0.19130434782608696,0.4260869565217391,0.26666666666666666,0.12422360248447205,0.19130434782608696,0.30434782608695654,0.22727272727272727,0.4057971014492754,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3873,VERDADE,0.0,0.0,0.0,0,0.6315789473684211,0.06845238095238095,0.08424908424908426,0.0,0.0,0.0,0.19047619047619047,0.2,0.0,0.7333333333333334,0.4666666666666666,0.073015873015873,0.13605442176870747,0.3142857142857143,0.0,0.1991341991341991,0.4444444444444445,0.2,0.0,0.0,0.0,0.0,0.0,0.0
767,VERDADE,0.0,0.0,0.0,0,0.7105263157894737,0.19602272727272727,0.12062937062937062,0.08712121212121213,0.4545454545454546,0.0,0.0,0.0,0.3181818181818182,0.3,0.509090909090909,0.20909090909090905,0.0,0.1,0.0,0.33264462809917356,0.21212121212121213,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1705,VERDADE,0.0,0.0,0.0,0,0.6315789473684211,0.10267857142857142,0.08424908424908426,0.0,0.0,0.0,0.38095238095238093,0.0,0.11111111111111112,0.41904761904761906,0.4666666666666666,0.21904761904761902,0.40816326530612246,0.0,0.0,0.34848484848484845,0.22222222222222224,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2197,VERDADE,0.0,0.0,0.0,0,0.8157894736842106,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.2028985507246377,0.4782608695652174,0.4260869565217391,0.0,0.12422360248447205,0.09565217391304348,0.0,0.1818181818181818,0.0,0.1826086956521739,1.0,0.0,1.0,1.0,0.0,1.0
2300,VERDADE,0.0,0.0,0.0,0,0.8684210526315791,0.032670454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.10606060606060606,0.2,0.509090909090909,0.13939393939393938,0.12987012987012989,0.1,0.0,0.14256198347107438,0.42424242424242425,0.19090909090909092,0.0,0.0,0.0,0.0,0.0,0.0
1363,VERDADE,0.0,0.0,0.0,0,0.7105263157894737,0.17113095238095238,0.21062271062271062,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.20952380952380953,0.4666666666666666,0.073015873015873,0.13605442176870747,0.3142857142857143,0.0,0.1991341991341991,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2252,VERDADE,0.0,0.0,0.0,0,0.6842105263157895,0.15625,0.15384615384615385,0.08333333333333333,0.0,0.0,0.5217391304347826,0.0,0.10144927536231885,0.28695652173913044,0.6695652173913044,0.06666666666666667,0.12422360248447205,0.19130434782608696,0.0,0.3181818181818182,0.10144927536231885,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2472,VERDADE,0.0,0.0,0.0,0,0.7368421052631579,0.06845238095238095,0.04212454212454213,0.09126984126984126,0.0,0.0,0.0,0.0,0.11111111111111112,0.3142857142857143,0.39999999999999997,0.0,0.13605442176870747,0.0,0.0,0.1991341991341991,0.22222222222222224,0.2,1.0,0.0,1.0,0.0,1.0,0.0
3266,VERDADE,0.0,0.0,0.0,0,0.7631578947368423,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.2028985507246377,0.28695652173913044,0.5478260869565217,0.13333333333333333,0.12422360248447205,0.19130434782608696,0.0,0.13636363636363635,0.2028985507246377,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3512,VERDADE,0.0,0.0,0.0,0,0.7368421052631579,0.06534090909090909,0.040209790209790215,0.0,0.0,0.0,0.18181818181818182,0.0,0.10606060606060606,0.8,0.509090909090909,0.13939393939393938,0.25974025974025977,0.5,0.0,0.4752066115702479,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3303,VERDADE,0.0,0.0,0.0,0,0.8421052631578949,0.06845238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.0,0.6,0.0,0.40816326530612246,0.0,0.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0
3322,VERDADE,0.0,0.0,0.0,0,0.7631578947368423,0.09375,0.07692307692307693,0.0,0.0,0.0,0.0,0.3652173913043478,0.10144927536231885,0.19130434782608696,0.5478260869565217,0.06666666666666667,0.12422360248447205,0.09565217391304348,0.0,0.1818181818181818,0.4057971014492754,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3455,FALSO,0.0,0.0,0.0,0,0.7368421052631579,0.09801136363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.5,0.509090909090909,0.34848484848484845,0.12987012987012989,0.0,0.0,0.33264462809917356,0.6363636363636364,0.19090909090909092,1.0,0.0,1.0,0.0,1.0,0.0
142,VERDADE,0.0,0.0,0.0,0,0.8684210526315791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.4869565217391304,0.19999999999999998,0.2484472049689441,0.0,0.0,0.1818181818181818,0.4057971014492754,0.1826086956521739,0.0,0.0,0.0,0.0,0.0,0.0
1356,VERDADE,0.0,0.0,0.0,0,0.6578947368421053,0.125,0.07692307692307693,0.0,0.21739130434782608,0.0,0.17391304347826086,0.0,0.2028985507246377,0.3826086956521739,0.4260869565217391,0.06666666666666667,0.12422360248447205,0.09565217391304348,0.0,0.13636363636363635,0.2028985507246377,0.3652173913043478,1.0,1.0,0.0,0.0,0.0,0.0
2855,VERDADE,0.0,0.0,0.0,0,0.8157894736842106,0.032670454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.10606060606060606,0.0,0.44545454545454544,0.0,0.0,0.0,0.0,0.19008264462809918,0.3181818181818182,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3329,VERDADE,0.0,0.0,0.0,0,0.8421052631578949,0.032670454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.10606060606060606,0.4,0.44545454545454544,0.06969696969696969,0.25974025974025977,0.2,0.0,0.14256198347107438,0.21212121212121213,0.19090909090909092,1.0,1.0,1.0,0.0,0.0,0.0
1134,VERDADE,0.0,0.0,0.0,0,0.44736842105263164,0.39204545454545453,0.16083916083916086,0.3484848484848485,0.0,0.0,0.0,0.0,0.8484848484848485,0.5,0.8272727272727273,0.34848484848484845,0.0,0.6,0.47727272727272724,0.7128099173553718,0.10606060606060606,0.19090909090909092,1.0,1.0,0.0,0.0,0.0,0.0
3461,VERDADE,0.0,0.0,0.0,0,0.8157894736842106,0.21875,0.19230769230769232,0.0,0.0,0.0,0.8695652173913043,0.0,0.2028985507246377,0.28695652173913044,0.5478260869565217,0.06666666666666667,0.12422360248447205,0.28695652173913044,0.0,0.22727272727272727,0.10144927536231885,0.1826086956521739,0.0,0.0,0.0,0.0,0.0,0.0
230,FALSO,0.0,0.0,0.0,0,0.10526315789473675,0.375,0.3461538461538462,0.25,0.0,0.15384615384615385,0.5217391304347826,0.1826086956521739,0.30434782608695654,0.6695652173913045,0.36521739130434777,0.7333333333333333,0.2484472049689441,0.28695652173913044,0.30434782608695654,0.9090909090909091,0.4057971014492754,0.1826086956521739,1.0,1.0,1.0,0.0,0.0,1.0
3281,VERDADE,0.0,0.0,0.0,0,0.6315789473684211,0.25156249999999997,0.22115384615384617,0.4791666666666667,0.0,0.0,0.0,0.0,0.23333333333333336,0.77,0.5599999999999999,0.15333333333333332,0.42857142857142855,0.11000000000000001,0.0,0.36590909090909085,0.11666666666666668,0.21000000000000002,1.0,1.0,0.0,0.0,0.0,0.0
795,VERDADE,0.0,0.0,0.0,0,0.7894736842105264,0.22869318181818182,0.16083916083916086,0.0,0.0,0.0,0.7272727272727273,0.0,0.3181818181818182,0.3,0.3181818181818182,0.20909090909090905,0.12987012987012989,0.2,0.0,0.38016528925619836,0.10606060606060606,0.19090909090909092,1.0,1.0,0.0,0.0,0.0,0.0
2446,VERDADE,0.0,0.0,0.0,0,0.8947368421052633,0.09801136363636363,0.040209790209790215,0.0,0.0,0.0,0.18181818181818182,0.0,0.21212121212121213,0.4,0.3181818181818182,0.13939393939393938,0.0,0.0,0.1590909090909091,0.14256198347107438,0.21212121212121213,0.19090909090909092,0.0,0.0,0.0,0.0,0.0,0.0
3607,VERDADE,0.0,0.0,0.0,0,0.8684210526315791,0.10781249999999999,0.08846153846153848,0.0,0.0,0.0,0.4,0.0,0.11666666666666668,0.44000000000000006,0.35,0.15333333333333332,0.0,0.22000000000000003,0.35000000000000003,0.2090909090909091,0.35000000000000003,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3730,VERDADE,0.0,0.0,0.0,0,0.5263157894736842,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.10144927536231885,0.19130434782608696,0.4260869565217391,0.26666666666666666,0.12422360248447205,0.28695652173913044,0.45652173913043476,0.3181818181818182,0.4057971014492754,0.1826086956521739,1.0,0.0,1.0,0.0,0.0,0.0
1581,VERDADE,0.0,0.0,0.0,0,0.7894736842105264,0.06534090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.21212121212121213,0.1,0.44545454545454544,0.20909090909090905,0.25974025974025977,0.3,0.0,0.14256198347107438,0.3181818181818182,0.0,1.0,1.0,0.0,0.0,0.0,0.0
937,VERDADE,0.0,0.0,0.0,0,0.7894736842105264,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.2028985507246377,0.19130434782608696,0.36521739130434777,0.0,0.0,0.09565217391304348,0.15217391304347827,0.0909090909090909,0.10144927536231885,0.0,1.0,1.0,1.0,0.0,0.0,1.0
880,FALSO,0.0,0.0,0.0,0,0.44736842105263164,0.6502976190476191,0.673992673992674,0.9126984126984127,0.0,0.5054945054945055,0.0,0.0,0.3333333333333333,0.20952380952380953,0.1333333333333333,0.5111111111111111,0.8163265306122449,0.41904761904761906,0.0,0.6969696969696969,1.0,0.8,1.0,1.0,1.0,0.0,1.0,0.0
604,VERDADE,0.0,0.0,0.0,0,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.509090909090909,0.13939393939393938,0.3896103896103896,0.3,0.1590909090909091,0.28512396694214875,0.5303030303030303,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1320,VERDADE,0.0,0.0,0.0,0,0.7105263157894737,0.029947916666666664,0.03685897435897436,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.275,0.35,0.19166666666666665,0.0,0.3666666666666667,0.0,0.17424242424242423,0.2916666666666667,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1583,VERDADE,0.0,0.0,0.0,0,0.7368421052631579,0.1875,0.15384615384615385,0.0,0.0,0.0,0.5217391304347826,0.1826086956521739,0.2028985507246377,0.28695652173913044,0.2434782608695652,0.26666666666666666,0.0,0.19130434782608696,0.0,0.2727272727272727,0.30434782608695654,0.3652173913043478,1.0,1.0,1.0,0.0,0.0,1.0
2100,VERDADE,0.0,0.0,0.0,0,0.8684210526315791,0.16335227272727273,0.16083916083916086,0.0,0.0,0.08041958041958043,0.0,0.5727272727272728,0.10606060606060606,0.3,0.3181818181818182,0.27878787878787875,0.12987012987012989,0.1,0.1590909090909091,0.23760330578512395,0.0,0.19090909090909092,1.0,1.0,0.0,0.0,0.0,0.0
2386,VERDADE,0.0,0.0,0.0,0,0.6578947368421053,0.09801136363636363,0.12062937062937062,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.1,0.509090909090909,0.27878787878787875,0.25974025974025977,0.1,0.0,0.28512396694214875,0.10606060606060606,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2634,VERDADE,0.0,0.0,0.0,0,0.5789473684210527,0.08984375,0.07371794871794872,0.0,0.0,0.07371794871794872,0.0,0.175,0.09722222222222222,0.45833333333333337,0.35,0.12777777777777777,0.47619047619047616,0.18333333333333335,0.0,0.17424242424242423,0.5833333333333334,0.175,1.0,1.0,0.0,0.0,0.0,0.0
51,VERDADE,0.0,0.0,0.0,0,0.7894736842105264,0.07187500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333336,0.44000000000000006,0.42,0.07666666666666666,0.0,0.0,0.0,0.10454545454545455,0.11666666666666668,0.21000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
3297,VERDADE,0.0,0.0,0.0,0,0.8947368421052633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4869565217391304,0.06666666666666667,0.0,0.09565217391304348,0.0,0.1818181818181818,0.2028985507246377,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3801,VERDADE,0.0,0.0,0.0,0,0.6315789473684211,0.23958333333333331,0.14743589743589744,0.3194444444444444,0.0,0.0,0.0,0.0,0.3888888888888889,0.45833333333333337,0.4083333333333333,0.19166666666666665,0.35714285714285715,0.18333333333333335,0.14583333333333331,0.2178030303030303,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
318,VERDADE,0.0,0.0,0.0,0,0.7894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18333333333333335,0.5249999999999999,0.19166666666666665,0.11904761904761904,0.275,0.14583333333333331,0.30492424242424243,0.09722222222222222,0.175,1.0,0.0,1.0,0.0,0.0,1.0
502,VERDADE,0.0,0.0,0.0,0,0.8684210526315791,0.13068181818181818,0.08041958041958043,0.0,0.0,0.08041958041958043,0.0,0.19090909090909092,0.21212121212121213,0.5,0.44545454545454544,0.06969696969696969,0.0,0.3,0.0,0.4752066115702479,0.21212121212121213,0.0,1.0,1.0,0.0,0.0,0.0,0.0
895,VERDADE,0.0,0.0,0.0,0,0.7368421052631579,0.0625,0.038461538461538464,0.0,0.0,0.0,0.17391304347826086,0.0,0.10144927536231885,0.3826086956521739,0.36521739130434777,0.13333333333333333,0.12422360248447205,0.0,0.0,0.22727272727272727,0.10144927536231885,0.1826086956521739,1.0,1.0,0.0,0.0,0.0,0.0
3376,FALSO,0.0,0.0,0.0,0,0.6842105263157895,0.09801136363636363,0.040209790209790215,0.0,0.0,0.0,0.0,0.19090909090909092,0.21212121212121213,0.2,0.6363636363636364,0.06969696969696969,0.3896103896103896,0.5,0.1590909090909091,0.19008264462809918,0.42424242424242425,0.19090909090909092,1.0,0.0,1.0,0.0,0.0,0.0
3528,VERDADE,0.0,0.0,0.0,0,0.6842105263157895,0.029947916666666664,0.03685897435897436,0.0,0.0,0.0,0.0,0.175,0.0,0.09166666666666667,0.2916666666666667,0.19166666666666665,0.35714285714285715,0.09166666666666667,0.14583333333333331,0.2178030303030303,0.19444444444444445,0.35,1.0,1.0,1.0,1.0,0.0,0.0
1732,VERDADE,0.0,0.0,0.0,0,0.7894736842105264,0.13068181818181818,0.12062937062937062,0.0,0.2272727272727273,0.0,0.0,0.38181818181818183,0.10606060606060606,0.3,0.1909090909090909,0.13939393939393938,0.0,0.2,0.0,0.19008264462809918,0.10606060606060606,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1043,VERDADE,0.0,0.0,0.0,0,0.6315789473684211,0.06845238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222224,0.20952380952380953,0.3333333333333333,0.146031746031746,0.13605442176870747,0.41904761904761906,0.16666666666666666,0.14935064935064934,0.22222222222222224,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1370,VERDADE,0.0,0.0,0.0,0,0.7631578947368423,0.0625,0.038461538461538464,0.0,0.0,0.0,0.17391304347826086,0.0,0.10144927536231885,0.28695652173913044,0.36521739130434777,0.13333333333333333,0.0,0.0,0.0,0.2727272727272727,0.0,0.1826086956521739,1.0,1.0,0.0,0.0,0.0,0.0
1440,VERDADE,0.0,0.0,0.0,0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3818181818181818,0.13939393939393938,0.0,0.1,0.1590909090909091,0.23760330578512395,0.3181818181818182,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2901,VERDADE,0.0,0.0,0.0,0,0.7105263157894737,0.05989583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,0.8250000000000001,0.2916666666666667,0.12777777777777777,0.0,0.09166666666666667,0.14583333333333331,0.08712121212121211,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,FALSO,0.0,0.0,0.0,0,0.5263157894736842,0.47916666666666663,0.42124542124542125,0.6388888888888888,0.0,0.0,0.38095238095238093,0.2,0.4444444444444445,0.0,0.2666666666666666,0.365079365079365,0.6802721088435374,0.8380952380952381,0.5,0.6471861471861472,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1484,VERDADE,0.0,0.0,0.0,0,0.7105263157894737,0.032670454545454544,0.040209790209790215,0.0,0.0,0.0,0.0,0.19090909090909092,0.0,0.3,0.44545454545454544,0.27878787878787875,0.0,0.1,0.1590909090909091,0.42768595041322316,0.21212121212121213,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3882,VERDADE,0.0,0.0,0.0,0,0.4736842105263158,0.26136363636363635,0.24125874125874125,0.08712121212121213,0.2272727272727273,0.0,0.7272727272727273,0.0,0.21212121212121213,0.2,0.44545454545454544,0.4181818181818181,0.7792207792207791,0.3,0.0,0.5702479338842975,0.10606060606060606,0.19090909090909092,1.0,1.0,1.0,0.0,0.0,0.0
1702,FALSO,0.0,0.0,0.0,0,0.6315789473684211,0.15625,0.038461538461538464,0.0,0.0,0.0,0.0,0.1826086956521739,0.30434782608695654,0.5739130434782609,0.36521739130434777,0.13333333333333333,0.2484472049689441,0.28695652173913044,0.0,0.22727272727272727,0.30434782608695654,0.1826086956521739,0.0,0.0,0.0,0.0,0.0,0.0
3113,FALSO,0.0,0.0,0.0,0,0.7631578947368423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09565217391304348,0.36521739130434777,0.13333333333333333,0.12422360248447205,0.0,0.0,0.13636363636363635,0.10144927536231885,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3255,FALSO,0.0,0.0,0.0,0,0.6315789473684211,0.08984375,0.07371794871794872,0.0,0.0,0.0,0.0,0.35,0.09722222222222222,0.18333333333333335,0.5249999999999999,0.12777777777777777,0.23809523809523808,0.09166666666666667,0.14583333333333331,0.2178030303030303,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1450,VERDADE,0.0,0.0,0.0,0,0.6578947368421053,0.032670454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.10606060606060606,0.4,0.509090909090909,0.27878787878787875,0.5194805194805195,0.1,0.0,0.4752066115702479,0.10606060606060606,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1623,VERDADE,0.0,0.0,0.0,0,0.6842105263157895,0.06534090909090909,0.040209790209790215,0.0,0.0,0.0,0.0,0.19090909090909092,0.10606060606060606,0.5,0.3181818181818182,0.13939393939393938,0.3896103896103896,0.3,0.0,0.14256198347107438,0.10606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,VERDADE,0.0,0.0,0.0,0,0.8421052631578949,0.05989583333333333,0.07371794871794872,0.0,0.20833333333333331,0.0,0.0,0.175,0.0,0.55,0.5249999999999999,0.06388888888888888,0.11904761904761904,0.18333333333333335,0.0,0.08712121212121211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2503,VERDADE,0.0,0.0,0.0,0,0.7105263157894737,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.10144927536231885,0.09565217391304348,0.36521739130434777,0.13333333333333333,0.12422360248447205,0.09565217391304348,0.0,0.1818181818181818,0.30434782608695654,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3746,VERDADE,0.0,0.0,0.0,0,0.6315789473684211,0.16335227272727273,0.040209790209790215,0.0,0.2272727272727273,0.0,0.0,0.0,0.42424242424242425,0.6,0.7,0.27878787878787875,0.25974025974025977,0.1,0.0,0.19008264462809918,0.21212121212121213,0.19090909090909092,0.0,0.0,0.0,0.0,0.0,0.0
1206,FALSO,0.0,0.0,0.0,0,0.7894736842105264,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.10144927536231885,0.28695652173913044,0.3043478260869565,0.19999999999999998,0.2484472049689441,0.19130434782608696,0.0,0.13636363636363635,0.2028985507246377,0.0,1.0,0.0,1.0,0.0,1.0,0.0
